Species,Ti,Acc,gene
Muhlenbergia racemosa,"Muhlenbergia racemosa voucher 73803HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG228017,rbcL
Nepeta cataria,"Nepeta cataria ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast",MN601459,rbcL
N.cataria chloroplast,N.cataria chloroplast rbcL gene for rubisco (large subunit) (partial),Z37421,rbcL
Oenothera biennis,"Oenothera biennis voucher FLAS:Whitten 3980 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627425,rbcL
Oenothera parviflora,"Oenothera parviflora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526254,rbcL
Oenothera rhombipetala,"Oenothera rhombipetala isolate 1578-44 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF405846,rbcL
Osmunda cinnamomea,"Osmunda cinnamomea var. fokiensis chloroplast rbcL gene for large subunit of ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",D14882,rbcL
Oxalis stricta,"Oxalis stricta isolate HP18L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW131935,rbcL
Oxalis europaea,"Oxalis europaea voucher Wiser 4 US ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",DQ006110,rbcL
Panicum capillare,"Panicum capillare voucher 06-JMS-0762 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596898,rbcL
Dichanthelium acuminatum,"Dichanthelium acuminatum subsp. acuminatum voucher FLAS:Majure 5054 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627164,rbcL
Panicum miliaceum,"Panicum miliaceum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF114368,rbcL
Dichanthelium oligosanthes,"Dichanthelium oligosanthes subsp. oligosanthes voucher FLAS:Majure 4697 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY626896,rbcL
Panicum virgatum,"Panicum virgatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526289,rbcL
Parietaria pensylvanica,"Parietaria pensylvanica voucher CCDB-18342-C10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249097,rbcL
Parthenocissus inserta,"Parthenocissus inserta voucher RS136 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249125,rbcL
Parthenocissus quinquefolia,"Parthenocissus quinquefolia voucher FLAS:Majure 4996 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627122,rbcL
Paspalum setaceum,"Paspalum setaceum var. ciliatifolium voucher FLAS:Majure 4553 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY626757,rbcL
Pedicularis canadensis,"Pedicularis canadensis voucher SNP_13_0421 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643854,rbcL
Penstemon digitalis,"Penstemon digitalis voucher MT00186496 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG222404,rbcL
Penstemon gracilis,"Penstemon gracilis voucher 33415HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG222004,rbcL
Penstemon grandiflorus,"Penstemon grandiflorus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526308,rbcL
Penthorum sedoides,"Penthorum sedoides voucher MT00180174 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249714,rbcL
Dalea purpurea,"Dalea purpurea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525663,rbcL
Petalostemon purpureus,"Petalostemon purpureus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",JX848467,rbcL
Dalea villosa,"Dalea villosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525664,rbcL
Phalaris arundinacea,"Phalaris arundinacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526323,rbcL
Phleum pratense,"Phleum pratense voucher NSMK-PI201900161 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN206672,rbcL
Phlox paniculata,"Phlox paniculata voucher 43696HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223968,rbcL
Phlox pilosa,"Phlox pilosa ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast",MN601462,rbcL
Phryma leptostachya,"Phryma leptostachya voucher Q845 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658757,rbcL
Physalis pubescens,"Physalis pubescens voucher Canek Ledesma 20461 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OP711076,rbcL
Physalis virginiana,"Physalis virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526338,rbcL
Pilea pumila,"Pilea pumila voucher TanCM495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN205260,rbcL
Pinus banksiana,"Pinus banksiana voucher JAG 0921 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG215335,rbcL
Pinus resinosa,"Pinus resinosa voucher JAG 0351 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG215433,rbcL
Pinus strobus,"Pinus strobus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK895590,rbcL
Plantago lanceolata,"Plantago lanceolata voucher GPAGA 157 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OL434786,rbcL
Plantago major,"Plantago major isolate BPTPS058 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",ON684496,rbcL
Poa compressa,"Poa compressa voucher 07-JMS-0827 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596945,rbcL
Poa palustris,"Poa palustris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY888679,rbcL
Poa pratensis,"Poa pratensis voucher LiuJQ-GN-2011-359 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN205146,rbcL
Polygala polygama,"Polygala polygama ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KJ773772,rbcL
Polygala sanguinea,"Polygala sanguinea voucher 34037HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249077,rbcL
Polygonatum biflorum,"Polygonatum biflorum voucher SCBI-SIGEO_13_0098 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644050,rbcL
Polygonum articulatum,"Polygonum articulatum voucher CCDB-23122-G05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249563,rbcL
Polygonella articulata,"Polygonella articulata voucher Kim & Lundgren s.n (YU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",EF653760,rbcL
Persicaria amphibia,"Persicaria amphibia voucher CCDB-18333-G4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248148,rbcL
Polygonum amphibium,"Polygonum amphibium isolate NMW612 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",JN893747,rbcL
Persicaria thunbergii,"Persicaria thunbergii LuJL214 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN185117,rbcL
Fallopia cilinodis,"Fallopia cilinodis voucher NTW754 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249533,rbcL
Fallopia convolvulus,"Fallopia convolvulus voucher Ge130254 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931204,rbcL
Persicaria hydropiper,"Persicaria hydropiper voucher Ge130877 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH657477,rbcL
Persicaria lapathifolia,"Persicaria lapathifolia voucher Q487 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658426,rbcL
Persicaria pensylvanica,"Persicaria pensylvanica voucher JAG 0310WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG245946,rbcL
Persicaria maculosa,"Persicaria maculosa isolate DNAS-4E0-6QFZ ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",MT937075,rbcL
Persicaria sagittata,"Persicaria sagittata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526320,rbcL
Polygonum sagittatum,"Polygonum sagittatum ribulose-1,5-bisphosphate carboxylase (rbcL) gene, complete cds; chloroplast gene for chloroplast product",AF297141,rbcL
Fallopia scandens,"Fallopia scandens voucher CCDB-23122-H06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249198,rbcL
Polygonum tenue,"Polygonum tenue voucher 6636HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249944,rbcL
Populus balsamifera,"Populus balsamifera voucher NTW 1042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248058,rbcL
Populus deltoides,"Populus deltoides voucher MH003 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH574047,rbcL
Populus grandidentata,"Populus grandidentata voucher NTW 941 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247424,rbcL
Populus tremuloides,"Populus tremuloides voucher NTW 944 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249960,rbcL
Portulaca oleracea,"Portulaca oleracea voucher TLF-065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT931224,rbcL
Potentilla argentea,"Potentilla argentea voucher NMW8138 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK924831,rbcL
Drymocallis arguta,"Drymocallis arguta voucher CCDB-23957-C11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249557,rbcL
Potentilla norvegica,"Potentilla norvegica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526439,rbcL
Comarum palustre,"Comarum palustre ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525583,rbcL
Potentilla recta,"Potentilla recta voucher CCDB-18336-A4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249942,rbcL
Potentilla simplex,"Potentilla simplex voucher SCBI-SIGEO_13_0107 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643886,rbcL
Nabalus albus,"Nabalus albus voucher SCBI-SIGEO_13_0498 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644134,rbcL
Nabalus racemosus,"Nabalus racemosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526445,rbcL
Prunella vulgaris,"Prunella vulgaris voucher Canek Ledesma 20250 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OP710889,rbcL
P.vulgaris chloroplast,P.vulgaris chloroplast rbcL gene for rubisco (large subunit) (partial),Z37433,rbcL
Prunus americana,"Prunus americana voucher 81164HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248083,rbcL
Prunus pensylvanica,"Prunus pensylvanica voucher NTW 979 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248042,rbcL
Prunus pumila,"Prunus pumila voucher 27920HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249952,rbcL
Prunus serotina,"Prunus serotina voucher Anastacio Sotero 20690 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OP711256,rbcL
Prunus virginiana,"Prunus virginiana voucher SNP_13_0427 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644125,rbcL
Pycnanthemum virginianum,"Pycnanthemum virginianum voucher MT00179937 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224042,rbcL
Pyrola rotundifolia,"Pyrola rotundifolia isolate NMW595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",JN893276,rbcL
Malus domestica,"Malus domestica cultivar Katty ATP beta subunit (atpB) gene, promoter region; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH459014,rbcL
M.domestica cv.idared,"M.domestica cv.idared chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region",X69749,rbcL
M.domestica cv.discovery,"M.domestica cv.discovery chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region",X69750,rbcL
Quercus alba,"Quercus alba voucher MT00180029 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG246612,rbcL
Quercus petraea,"Quercus petraea isolate LegMedMO_28 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",HQ619752,rbcL
Quercus ellipsoidalis,"Quercus ellipsoidalis voucher JAG 0781 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247505,rbcL
Quercus macrocarpa,"Quercus macrocarpa voucher MISU9-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG245989,rbcL
Ranunculus rhomboideus,"Ranunculus rhomboideus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",JX848518,rbcL
Ratibida pinnata,"Ratibida pinnata ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN601465,rbcL
Rhamnus cathartica,"Rhamnus cathartica voucher MISU12-44 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248706,rbcL
R.cathartica chloroplast,"R.cathartica chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region",X69752,rbcL
Frangula alnus,"Frangula alnus voucher MT00179987 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248176,rbcL
Rhus glabra,"Rhus glabra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526498,rbcL
Toxicodendron radicans,"Toxicodendron radicans voucher FLAS:Majure 4904 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627049,rbcL
Rhus typhina,"Rhus typhina voucher NTW 982 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249843,rbcL
Ribes hirtellum,"Ribes hirtellum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526508,rbcL
Robinia pseudoacacia,"Robinia pseudoacacia voucher Q087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658052,rbcL
Rosa arkansana,"Rosa arkansana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK526520,rbcL
Rosa blanda,"Rosa blanda voucher MMD 019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249262,rbcL
Rosa carolina,"Rosa carolina voucher SNP_13_0401 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643908,rbcL
Rubus allegheniensis,"Rubus allegheniensis voucher MLTV75 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249253,rbcL
Rubus canadensis,"Rubus canadensis isolate HP61L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW131943,rbcL
Rubus flagellaris,"Rubus flagellaris voucher SCBI-SIGEO_13_0114 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643972,rbcL
Rubus idaeus,"Rubus idaeus f. marmoratus voucher oINA1006 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MZ128517,rbcL
Rubus occidentalis,"Rubus occidentalis blackcap chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",LC515877,rbcL
Rubus pubescens,"Rubus pubescens voucher NTW 1094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249679,rbcL
Rudbeckia hirta,"Rudbeckia hirta voucher HANGYY8614 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN192540,rbcL
Rumex acetosella,"Rumex acetosella subsp. angiocarpus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MW927266,rbcL
Rumex britannica,"Rumex britannica voucher CCDB-23122-E10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247385,rbcL
